Timestamp,State
24-12-27_16-20-27-382535,OFF
24-12-27_16-20-27-502324,ON
24-12-27_16-20-27-620408,OFF
24-12-27_16-20-27-741137,ON
24-12-27_16-20-27-859095,OFF
24-12-27_16-20-27-977729,ON
24-12-27_16-20-28-095869,OFF
24-12-27_16-20-28-221270,ON
24-12-27_16-20-28-339164,OFF
24-12-27_16-20-28-456504,ON
24-12-27_16-20-28-576122,OFF
24-12-27_16-20-28-693740,ON
24-12-27_16-20-28-812131,OFF
24-12-27_16-20-28-934323,ON
24-12-27_16-20-29-056219,OFF
24-12-27_16-20-29-175445,ON
24-12-27_16-20-29-293509,OFF
24-12-27_16-20-29-411671,ON
24-12-27_16-20-29-535405,OFF
24-12-27_16-20-29-653290,ON
24-12-27_16-20-29-771804,OFF
24-12-27_16-20-29-892154,ON
24-12-27_16-20-30-010372,OFF
24-12-27_16-20-30-127998,ON
24-12-27_16-20-30-245676,OFF
24-12-27_16-20-30-368761,ON
24-12-27_16-20-30-486843,OFF
24-12-27_16-20-30-605252,ON
24-12-27_16-20-30-739792,OFF
24-12-27_16-20-30-857531,ON
24-12-27_16-20-30-976394,OFF
24-12-27_16-20-31-094109,ON
24-12-27_16-20-31-211927,OFF
24-12-27_16-20-31-332430,ON
24-12-27_16-20-31-453958,OFF
24-12-27_16-20-31-572461,ON
24-12-27_16-20-31-690183,OFF
24-12-27_16-20-31-809277,ON
24-12-27_16-20-31-927392,OFF
24-12-27_16-20-32-068430,ON
24-12-27_16-20-32-185388,OFF
24-12-27_16-20-32-303265,ON
24-12-27_16-20-32-422075,OFF
24-12-27_16-20-32-559275,ON
24-12-27_16-20-32-678002,OFF
24-12-27_16-20-32-797234,ON
24-12-27_16-20-32-916790,OFF
24-12-27_16-20-33-034407,ON
24-12-27_16-20-33-153693,OFF
24-12-27_16-20-33-271457,ON
24-12-27_16-20-33-390167,OFF
24-12-27_16-20-33-509207,ON
24-12-27_16-20-33-634524,OFF
24-12-27_16-20-33-754529,ON
24-12-27_16-20-33-872497,OFF
24-12-27_16-20-33-992081,ON
24-12-27_16-20-34-115455,OFF
24-12-27_16-20-34-245361,ON
24-12-27_16-20-34-368934,OFF
24-12-27_16-20-34-486518,ON
24-12-27_16-20-34-643241,OFF
24-12-27_16-20-34-759822,ON
24-12-27_16-20-34-878362,OFF
24-12-27_16-20-34-999288,ON
24-12-27_16-20-35-117973,OFF
24-12-27_16-20-35-236360,ON
24-12-27_16-20-35-355193,OFF
24-12-27_16-20-35-472595,ON
24-12-27_16-20-35-590933,OFF
24-12-27_16-20-35-709345,ON
24-12-27_16-20-35-828144,OFF
24-12-27_16-20-35-948130,ON
24-12-27_16-20-36-066571,OFF
24-12-27_16-20-36-183557,ON
24-12-27_16-20-36-301553,OFF
24-12-27_16-20-36-422497,ON
24-12-27_16-20-36-540728,OFF
24-12-27_16-20-36-660560,ON
24-12-27_16-20-36-778809,OFF
24-12-27_16-20-36-898363,ON
24-12-27_16-20-37-042229,OFF
24-12-27_16-20-37-160725,ON
24-12-27_16-20-37-285026,OFF
24-12-27_16-20-37-403303,ON
24-12-27_16-20-37-521682,OFF
24-12-27_16-20-37-639333,ON
24-12-27_16-20-37-758132,OFF
24-12-27_16-20-37-877440,ON
24-12-27_16-20-37-995961,OFF
24-12-27_16-20-38-114259,ON
24-12-27_16-20-38-234885,OFF
24-12-27_16-20-38-352301,ON
24-12-27_16-20-38-488754,OFF
24-12-27_16-20-38-609086,ON
24-12-27_16-20-38-728888,OFF
24-12-27_16-20-38-847359,ON
24-12-27_16-20-38-965459,OFF
24-12-27_16-20-39-083962,ON
24-12-27_16-20-39-200807,OFF
24-12-27_16-20-39-319856,ON
24-12-27_16-20-39-437403,OFF
24-12-27_16-20-39-554412,ON
24-12-27_16-20-39-671438,OFF
24-12-27_16-20-39-790839,ON
24-12-27_16-20-39-910658,OFF
24-12-27_16-20-40-029576,ON
24-12-27_16-20-40-159187,OFF
24-12-27_16-20-40-277175,ON
24-12-27_16-20-40-395299,OFF
24-12-27_16-20-40-514889,ON
24-12-27_16-20-40-638149,OFF
24-12-27_16-20-40-756536,ON
24-12-27_16-20-40-894657,OFF
24-12-27_16-20-41-012024,ON
24-12-27_16-20-41-133955,OFF
24-12-27_16-20-41-252082,ON
24-12-27_16-20-41-371583,OFF
24-12-27_16-20-41-490596,ON
24-12-27_16-20-41-610046,OFF
24-12-27_16-20-41-727732,ON
24-12-27_16-20-41-850433,OFF
24-12-27_16-20-41-968094,ON
24-12-27_16-20-42-087703,OFF
24-12-27_16-20-42-206344,ON
24-12-27_16-20-42-327181,OFF
24-12-27_16-20-42-452370,ON
24-12-27_16-20-42-570345,OFF
24-12-27_16-20-42-687884,ON
24-12-27_16-20-42-806900,OFF
24-12-27_16-20-42-925018,ON
24-12-27_16-20-43-043465,OFF
24-12-27_16-20-43-161529,ON
24-12-27_16-20-43-286639,OFF
24-12-27_16-20-43-404814,ON
24-12-27_16-20-43-523091,OFF
24-12-27_16-20-43-642382,ON
24-12-27_16-20-43-761370,OFF
24-12-27_16-20-43-880597,ON
24-12-27_16-20-43-999991,OFF
24-12-27_16-20-44-118670,ON
24-12-27_16-20-44-238165,OFF
24-12-27_16-20-44-355639,ON
24-12-27_16-20-44-474893,OFF
24-12-27_16-20-44-593138,ON
24-12-27_16-20-44-711927,OFF
24-12-27_16-20-44-831715,ON
24-12-27_16-20-44-952051,OFF
24-12-27_16-20-45-070277,ON
24-12-27_16-20-45-187864,OFF
24-12-27_16-20-45-306519,ON
24-12-27_16-20-45-424965,OFF
24-12-27_16-20-45-542758,ON
24-12-27_16-20-45-659431,OFF
24-12-27_16-20-45-777209,ON
24-12-27_16-20-45-897257,OFF
24-12-27_16-20-46-016453,ON
24-12-27_16-20-46-134920,OFF
24-12-27_16-20-46-253339,ON
24-12-27_16-20-46-371346,OFF
24-12-27_16-20-46-490645,ON
24-12-27_16-20-46-609620,OFF
24-12-27_16-20-46-736039,ON
24-12-27_16-20-46-854920,OFF
24-12-27_16-20-46-976263,ON
24-12-27_16-20-47-093582,OFF
24-12-27_16-20-47-211807,ON
24-12-27_16-20-47-338979,OFF
24-12-27_16-20-47-456302,ON
24-12-27_16-20-47-575153,OFF
24-12-27_16-20-47-693701,ON
24-12-27_16-20-47-811389,OFF
24-12-27_16-20-47-928763,ON
24-12-27_16-20-48-048972,OFF
24-12-27_16-20-48-170181,ON
24-12-27_16-20-48-288576,OFF
24-12-27_16-20-48-408416,ON
24-12-27_16-20-48-528836,OFF
24-12-27_16-20-48-649136,ON
24-12-27_16-20-48-768502,OFF
24-12-27_16-20-48-886507,ON
24-12-27_16-20-49-004387,OFF
24-12-27_16-20-49-122956,ON
24-12-27_16-20-49-240479,OFF
24-12-27_16-20-49-357789,ON
24-12-27_16-20-49-475846,OFF
24-12-27_16-20-49-595516,ON
24-12-27_16-20-49-715495,OFF
24-12-27_16-20-49-835805,ON
24-12-27_16-20-49-956320,OFF
24-12-27_16-20-50-073940,ON
24-12-27_16-20-50-190860,OFF
24-12-27_16-20-50-309381,ON
24-12-27_16-20-50-428076,OFF
24-12-27_16-20-50-558979,ON
24-12-27_16-20-50-677586,OFF
24-12-27_16-20-50-795475,ON
24-12-27_16-20-50-918360,OFF
24-12-27_16-20-51-036241,ON
24-12-27_16-20-51-154482,OFF
24-12-27_16-20-51-272195,ON
24-12-27_16-20-51-389333,OFF
24-12-27_16-20-51-507635,ON
24-12-27_16-20-51-624503,OFF
24-12-27_16-20-51-742757,ON
24-12-27_16-20-51-862069,OFF
24-12-27_16-20-51-978874,ON
24-12-27_16-20-52-097614,OFF
24-12-27_16-20-52-218309,ON
24-12-27_16-20-52-336384,OFF
24-12-27_16-20-52-454083,ON
24-12-27_16-20-52-579300,OFF
24-12-27_16-20-52-698945,ON
24-12-27_16-20-52-819208,OFF
24-12-27_16-20-52-938415,ON
24-12-27_16-20-53-056755,OFF
24-12-27_16-20-53-175432,ON
24-12-27_16-20-53-293486,OFF
24-12-27_16-20-53-410773,ON
24-12-27_16-20-53-529546,OFF
24-12-27_16-20-53-647676,ON
24-12-27_16-20-53-770528,OFF
24-12-27_16-20-53-888703,ON
24-12-27_16-20-54-007889,OFF
24-12-27_16-20-54-126750,ON
24-12-27_16-20-54-245333,OFF
24-12-27_16-20-54-376020,ON
24-12-27_16-20-54-493159,OFF
24-12-27_16-20-54-620841,ON
24-12-27_16-20-54-741024,OFF
24-12-27_16-20-54-858528,ON
24-12-27_16-20-54-977032,OFF
24-12-27_16-20-55-094098,ON
24-12-27_16-20-55-210761,OFF
24-12-27_16-20-55-334941,ON
24-12-27_16-20-55-452511,OFF
24-12-27_16-20-55-570571,ON
24-12-27_16-20-55-689856,OFF
24-12-27_16-20-55-808478,ON
24-12-27_16-20-55-927996,OFF
24-12-27_16-20-56-046367,ON
24-12-27_16-20-56-166497,OFF
24-12-27_16-20-56-284930,ON
24-12-27_16-20-56-443623,OFF
24-12-27_16-20-56-561771,ON
24-12-27_16-20-56-679623,OFF
24-12-27_16-20-56-799136,ON
24-12-27_16-20-56-919169,OFF
24-12-27_16-20-57-037109,ON
24-12-27_16-20-57-155477,OFF
24-12-27_16-20-57-275415,ON
24-12-27_16-20-57-393457,OFF
24-12-27_16-20-57-510140,ON
24-12-27_16-20-57-626245,OFF
24-12-27_16-20-57-745393,ON
24-12-27_16-20-57-864150,OFF
24-12-27_16-20-57-985090,ON
24-12-27_16-20-58-105760,OFF
24-12-27_16-20-58-224134,ON
24-12-27_16-20-58-344874,OFF
24-12-27_16-20-58-485076,ON
24-12-27_16-20-58-620798,OFF
24-12-27_16-20-58-741499,ON
24-12-27_16-20-58-859333,OFF
24-12-27_16-20-58-976954,ON
24-12-27_16-20-59-099034,OFF
24-12-27_16-20-59-217458,ON
24-12-27_16-20-59-336656,OFF
24-12-27_16-20-59-453787,ON
24-12-27_16-20-59-574183,OFF
24-12-27_16-20-59-693438,ON
24-12-27_16-20-59-810581,OFF
24-12-27_16-20-59-929578,ON
24-12-27_16-21-00-049454,OFF
24-12-27_16-21-00-187446,ON
24-12-27_16-21-00-308207,OFF
24-12-27_16-21-00-426918,ON
24-12-27_16-21-00-545193,OFF
24-12-27_16-21-00-664598,ON
24-12-27_16-21-00-784871,OFF
24-12-27_16-21-00-902303,ON
24-12-27_16-21-01-021760,OFF
24-12-27_16-21-01-141042,ON
24-12-27_16-21-01-258214,OFF
24-12-27_16-21-01-377328,ON
24-12-27_16-21-01-494495,OFF
24-12-27_16-21-01-624460,ON
24-12-27_16-21-01-743073,OFF
24-12-27_16-21-01-862374,ON
24-12-27_16-21-01-985802,OFF
24-12-27_16-21-02-103494,ON
24-12-27_16-21-02-221716,OFF
24-12-27_16-21-02-339419,ON
24-12-27_16-21-02-457576,OFF
24-12-27_16-21-02-576243,ON
24-12-27_16-21-02-693187,OFF
24-12-27_16-21-02-812531,ON
24-12-27_16-21-02-936281,OFF
24-12-27_16-21-03-053838,ON
24-12-27_16-21-03-175365,OFF
24-12-27_16-21-03-294521,ON
24-12-27_16-21-03-413163,OFF
24-12-27_16-21-03-530306,ON
24-12-27_16-21-03-653333,OFF
24-12-27_16-21-03-772370,ON
24-12-27_16-21-03-891237,OFF
24-12-27_16-21-04-010436,ON
24-12-27_16-21-04-129327,OFF
24-12-27_16-21-04-254291,ON
24-12-27_16-21-04-371862,OFF
24-12-27_16-21-04-490527,ON
24-12-27_16-21-04-607655,OFF
24-12-27_16-21-04-725693,ON
24-12-27_16-21-04-843623,OFF
24-12-27_16-21-04-962595,ON
24-12-27_16-21-05-079677,OFF
24-12-27_16-21-05-204806,ON
24-12-27_16-21-05-327584,OFF
24-12-27_16-21-05-450870,ON
24-12-27_16-21-05-569062,OFF
24-12-27_16-21-05-687554,ON
24-12-27_16-21-05-805087,OFF
24-12-27_16-21-05-924324,ON
24-12-27_16-21-06-052802,OFF
24-12-27_16-21-06-171415,ON
24-12-27_16-21-06-291020,OFF
24-12-27_16-21-06-410284,ON
24-12-27_16-21-06-528704,OFF
24-12-27_16-21-06-645913,ON
24-12-27_16-21-06-763663,OFF
24-12-27_16-21-06-883470,ON
24-12-27_16-21-07-001076,OFF
24-12-27_16-21-07-117582,ON
24-12-27_16-21-07-237128,OFF
