Timestamp,State
24-12-27_16-19-04-668816,ON
24-12-27_16-19-04-887183,OFF
24-12-27_16-19-05-104138,ON
24-12-27_16-19-05-323193,OFF
24-12-27_16-19-05-542142,ON
24-12-27_16-19-05-761297,OFF
24-12-27_16-19-05-977338,ON
24-12-27_16-19-06-199543,OFF
24-12-27_16-19-06-418834,ON
24-12-27_16-19-06-637480,OFF
24-12-27_16-19-06-857284,ON
24-12-27_16-19-07-075649,OFF
24-12-27_16-19-07-299319,ON
24-12-27_16-19-07-517624,OFF
24-12-27_16-19-07-735219,ON
24-12-27_16-19-07-969940,OFF
24-12-27_16-19-08-188695,ON
24-12-27_16-19-08-405716,OFF
24-12-27_16-19-08-624159,ON
24-12-27_16-19-08-845107,OFF
24-12-27_16-19-09-067892,ON
24-12-27_16-19-09-285127,OFF
24-12-27_16-19-09-503728,ON
24-12-27_16-19-09-721922,OFF
24-12-27_16-19-09-939731,ON
24-12-27_16-19-10-158186,OFF
24-12-27_16-19-10-376930,ON
24-12-27_16-19-10-594739,OFF
24-12-27_16-19-10-818314,ON
24-12-27_16-19-11-038206,OFF
